ID,Oil_Type,Surfactant_Type,Required_HLB,Oil_MW,Surf_HLB,Surf_MW,Smix_Ratio,System_HLB,PDI,Stability_Target,Drug_Name,Drug_Loading_mg_mL,EE_Percent
NE_1117,Capryol 90,Tween 20,11.5,172.2,16.7,1227,2,12.8,0.246,1,Celecoxib,121.99,97.87
NE_1118,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500,3,11.38,0.212,1,Celecoxib,141.99,96.46
NE_1119,Castor Oil,Tween 20,14.0,933.4,16.7,1227,1,10.85,0.162,0,Paclitaxel,4.26,78.75
NE_1120,Miglyol 812,Tween 80,15.0,520.0,15.0,1310,3,12.5,0.318,0,Ibuprofen,45.48,77.51
NE_1121,Castor Oil,Tween 80,14.0,933.4,15.0,1310,3,12.5,0.312,0,Paclitaxel,5.94,75.82
NE_1122,Miglyol 812,Labrasol,15.0,520.0,12.0,450,1,8.5,0.177,0,Ibuprofen,37.84,76.84
NE_1123,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,1,10.85,0.236,0,Curcumin,8.93,87.38
NE_1124,Oleic Acid,Labrasol,17.0,282.5,12.0,450,2,9.67,0.415,0,Curcumin,15.15,71.69
NE_1125,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500,3,11.38,0.429,0,Ibuprofen,32.44,77.59
NE_1126,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,2,10.67,0.211,0,Curcumin,9.92,87.14
NE_1127,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,1,9.25,0.144,0,Curcumin,14.72,79.65
NE_1128,Oleic Acid,Labrasol,17.0,282.5,12.0,450,3,10.25,0.382,0,Curcumin,11.76,75.85
NE_1129,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500,3,11.38,0.343,0,Ibuprofen,34.41,83.12
NE_1130,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,1,10.85,0.121,0,Ibuprofen,50.28,83.4
NE_1131,Capryol 90,Tween 20,11.5,172.2,16.7,1227,3,13.77,0.124,1,Celecoxib,147.94,98.8
NE_1132,Miglyol 812,Tween 80,15.0,520.0,15.0,1310,1,10.0,0.163,0,Ibuprofen,39.94,77.09
NE_1133,Capryol 90,Tween 20,11.5,172.2,16.7,1227,3,13.77,0.134,1,Celecoxib,164.22,97.98
NE_1134,Castor Oil,Labrasol,14.0,933.4,12.0,450,2,9.67,0.347,0,Paclitaxel,2.38,72.93
NE_1135,Oleic Acid,Labrasol,17.0,282.5,12.0,450,1,8.5,0.388,0,Curcumin,12.52,86.25
NE_1136,Miglyol 812,Labrasol,15.0,520.0,12.0,450,1,8.5,0.398,0,Ibuprofen,46.06,74.34
NE_1137,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,1,10.85,0.281,0,Ibuprofen,52.25,80.04
NE_1138,Miglyol 812,Labrasol,15.0,520.0,12.0,450,2,9.67,0.376,0,Ibuprofen,53.02,73.1
NE_1139,Castor Oil,Labrasol,14.0,933.4,12.0,450,2,9.67,0.225,0,Paclitaxel,4.22,87.88
NE_1140,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500,1,9.25,0.306,0,Paclitaxel,3.97,85.6
NE_1141,Capryol 90,Tween 20,11.5,172.2,16.7,1227,2,12.8,0.366,0,Celecoxib,120.91,80.01
NE_1142,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,1,10.85,0.356,0,Curcumin,17.68,85.56
NE_1143,Castor Oil,Labrasol,14.0,933.4,12.0,450,1,8.5,0.36,0,Paclitaxel,4.6,79.6
NE_1144,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500,3,11.38,0.169,1,Celecoxib,199.32,92.58
NE_1145,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,3,11.38,0.27,0,Curcumin,17.1,87.24
NE_1146,Miglyol 812,Labrasol,15.0,520.0,12.0,450,3,10.25,0.231,0,Ibuprofen,36.59,71.4
NE_1147,Capryol 90,Tween 80,11.5,172.2,15.0,1310,1,10.0,0.28,1,Celecoxib,163.85,93.43
NE_1148,Castor Oil,Tween 20,14.0,933.4,16.7,1227,3,13.77,0.194,1,Paclitaxel,5.48,92.69
NE_1149,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,1,10.0,0.363,0,Curcumin,16.48,81.51
NE_1150,Oleic Acid,Labrasol,17.0,282.5,12.0,450,2,9.67,0.264,0,Curcumin,8.02,70.67
NE_1151,Miglyol 812,Labrasol,15.0,520.0,12.0,450,3,10.25,0.338,0,Ibuprofen,53.52,72.42
NE_1152,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500,1,9.25,0.333,0,Celecoxib,157.97,70.23
NE_1153,Castor Oil,Tween 20,14.0,933.4,16.7,1227,1,10.85,0.224,0,Paclitaxel,6.28,70.85
NE_1154,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,2,12.8,0.154,1,Ibuprofen,47.24,99.49
NE_1155,Capryol 90,Tween 20,11.5,172.2,16.7,1227,1,10.85,0.201,1,Celecoxib,129.45,93.93
NE_1156,Castor Oil,Tween 80,14.0,933.4,15.0,1310,3,12.5,0.259,1,Paclitaxel,2.11,97.14
NE_1157,Capryol 90,Tween 80,11.5,172.2,15.0,1310,3,12.5,0.208,1,Celecoxib,165.94,94.29
NE_1158,Miglyol 812,Tween 80,15.0,520.0,15.0,1310,3,12.5,0.127,0,Ibuprofen,47.5,88.08
NE_1159,Miglyol 812,Tween 80,15.0,520.0,15.0,1310,3,12.5,0.343,0,Ibuprofen,53.08,84.67
NE_1160,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,2,10.67,0.422,0,Curcumin,17.6,78.91
NE_1161,Castor Oil,Tween 20,14.0,933.4,16.7,1227,1,10.85,0.268,0,Paclitaxel,2.54,83.74
NE_1162,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500,2,10.67,0.429,0,Paclitaxel,3.9,80.64
NE_1163,Capryol 90,Labrasol,11.5,172.2,12.0,450,1,8.5,0.44,0,Celecoxib,166.03,81.02
NE_1164,Capryol 90,Labrasol,11.5,172.2,12.0,450,1,8.5,0.42,0,Celecoxib,201.56,76.95
NE_1165,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,2,11.67,0.262,0,Curcumin,11.34,70.19
NE_1166,Capryol 90,Tween 80,11.5,172.2,15.0,1310,3,12.5,0.441,0,Celecoxib,154.85,74.41
NE_1167,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,3,13.77,0.259,0,Curcumin,15.68,73.41
NE_1168,Capryol 90,Tween 20,11.5,172.2,16.7,1227,1,10.85,0.431,0,Celecoxib,175.06,78.74
NE_1169,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,3,13.77,0.396,0,Curcumin,15.57,88.07
NE_1170,Capryol 90,Tween 20,11.5,172.2,16.7,1227,2,12.8,0.347,0,Celecoxib,179.83,84.69
NE_1171,Oleic Acid,Labrasol,17.0,282.5,12.0,450,3,10.25,0.288,0,Curcumin,8.31,74.11
NE_1172,Oleic Acid,Labrasol,17.0,282.5,12.0,450,3,10.25,0.217,0,Curcumin,9.43,81.99
NE_1173,Castor Oil,Tween 20,14.0,933.4,16.7,1227,1,10.85,0.207,0,Paclitaxel,3.27,76.84
NE_1174,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,1,10.85,0.223,0,Ibuprofen,30.51,87.09
NE_1175,Capryol 90,Tween 20,11.5,172.2,16.7,1227,3,13.77,0.406,0,Celecoxib,130.25,87.51
NE_1176,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,1,10.85,0.272,0,Ibuprofen,50.72,80.24
NE_1177,Castor Oil,Tween 80,14.0,933.4,15.0,1310,3,12.5,0.227,1,Paclitaxel,3.29,95.38
NE_1178,Capryol 90,Labrasol,11.5,172.2,12.0,450,2,9.67,0.16,1,Celecoxib,132.13,93.04
NE_1179,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,3,13.77,0.291,0,Curcumin,8.33,85.76
NE_1180,Castor Oil,Tween 80,14.0,933.4,15.0,1310,1,10.0,0.142,0,Paclitaxel,2.4,88.04
NE_1181,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,2,12.8,0.318,0,Ibuprofen,48.47,76.51
NE_1182,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,2,10.67,0.278,0,Curcumin,11.52,83.28
NE_1183,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,2,10.67,0.364,0,Curcumin,12.39,85.34
NE_1184,Capryol 90,Tween 80,11.5,172.2,15.0,1310,1,10.0,0.221,1,Celecoxib,139.74,94.78
NE_1185,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,1,10.85,0.348,0,Ibuprofen,47.51,70.37
NE_1186,Castor Oil,Tween 80,14.0,933.4,15.0,1310,1,10.0,0.423,0,Paclitaxel,3.48,78.0
NE_1187,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,1,10.85,0.102,0,Ibuprofen,52.34,81.78
NE_1188,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500,2,10.67,0.166,0,Paclitaxel,4.73,81.11
NE_1189,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,2,12.8,0.116,1,Ibuprofen,33.98,96.41
NE_1190,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,2,12.8,0.326,0,Curcumin,10.14,71.16
NE_1191,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,2,11.67,0.194,0,Curcumin,17.88,71.62
NE_1192,Miglyol 812,Labrasol,15.0,520.0,12.0,450,3,10.25,0.124,0,Ibuprofen,49.44,88.45
NE_1193,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500,3,11.38,0.278,0,Paclitaxel,4.77,87.19
NE_1194,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500,3,11.38,0.378,0,Ibuprofen,40.22,79.67
NE_1195,Capryol 90,Labrasol,11.5,172.2,12.0,450,2,9.67,0.418,0,Celecoxib,201.66,85.06
NE_1196,Castor Oil,Labrasol,14.0,933.4,12.0,450,2,9.67,0.323,0,Paclitaxel,4.72,84.38
NE_1197,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500,1,9.25,0.401,0,Celecoxib,208.15,81.94
NE_1198,Capryol 90,Tween 20,11.5,172.2,16.7,1227,3,13.77,0.241,1,Celecoxib,201.08,95.64
NE_1199,Capryol 90,Tween 20,11.5,172.2,16.7,1227,2,12.8,0.418,0,Celecoxib,201.02,82.83
NE_1200,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500,3,11.38,0.384,0,Paclitaxel,5.5,73.96
NE_1201,Castor Oil,Labrasol,14.0,933.4,12.0,450,2,9.67,0.143,0,Paclitaxel,5.16,81.08
NE_1202,Castor Oil,Tween 20,14.0,933.4,16.7,1227,2,12.8,0.372,0,Paclitaxel,3.97,74.68
NE_1203,Castor Oil,Labrasol,14.0,933.4,12.0,450,2,9.67,0.351,0,Paclitaxel,6.07,87.09
NE_1204,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,1,10.0,0.181,0,Curcumin,10.28,82.78
NE_1205,Miglyol 812,Tween 80,15.0,520.0,15.0,1310,2,11.67,0.447,0,Ibuprofen,47.06,87.64
NE_1206,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500,3,11.38,0.256,1,Celecoxib,168.77,95.19
NE_1207,Capryol 90,Tween 80,11.5,172.2,15.0,1310,3,12.5,0.273,1,Celecoxib,124.13,98.44
NE_1208,Castor Oil,Labrasol,14.0,933.4,12.0,450,2,9.67,0.434,0,Paclitaxel,4.14,83.75
NE_1209,Miglyol 812,Labrasol,15.0,520.0,12.0,450,1,8.5,0.126,0,Ibuprofen,51.8,83.84
NE_1210,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,3,12.5,0.209,0,Curcumin,12.72,72.64
NE_1211,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,2,11.67,0.349,0,Curcumin,14.98,72.01
NE_1212,Capryol 90,Tween 80,11.5,172.2,15.0,1310,3,12.5,0.244,1,Celecoxib,147.91,92.84
NE_1213,Castor Oil,Labrasol,14.0,933.4,12.0,450,1,8.5,0.381,0,Paclitaxel,5.77,77.9
NE_1214,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500,2,10.67,0.341,0,Ibuprofen,44.8,85.45
NE_1215,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,1,10.0,0.412,0,Curcumin,14.88,79.75
NE_1216,Castor Oil,Tween 80,14.0,933.4,15.0,1310,2,11.67,0.212,1,Paclitaxel,2.34,94.55
NE_1217,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,2,12.8,0.383,0,Curcumin,11.3,75.79
NE_1218,Castor Oil,Labrasol,14.0,933.4,12.0,450,3,10.25,0.447,0,Paclitaxel,4.32,78.03
NE_1219,Castor Oil,Tween 80,14.0,933.4,15.0,1310,1,10.0,0.35,0,Paclitaxel,3.04,80.92
NE_1220,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500,3,11.38,0.2,0,Paclitaxel,4.89,76.94
NE_1221,Capryol 90,Labrasol,11.5,172.2,12.0,450,1,8.5,0.352,0,Celecoxib,134.38,84.78
NE_1222,Capryol 90,Labrasol,11.5,172.2,12.0,450,2,9.67,0.398,0,Celecoxib,196.16,87.71
NE_1223,Oleic Acid,Labrasol,17.0,282.5,12.0,450,2,9.67,0.415,0,Curcumin,11.93,81.84
NE_1224,Castor Oil,Tween 80,14.0,933.4,15.0,1310,2,11.67,0.202,1,Paclitaxel,4.46,92.72
NE_1225,Miglyol 812,Labrasol,15.0,520.0,12.0,450,2,9.67,0.203,0,Ibuprofen,52.49,85.98
NE_1226,Castor Oil,Tween 80,14.0,933.4,15.0,1310,3,12.5,0.344,0,Paclitaxel,6.01,82.23
NE_1227,Capryol 90,Labrasol,11.5,172.2,12.0,450,3,10.25,0.328,0,Celecoxib,182.34,77.53
NE_1228,Capryol 90,Labrasol,11.5,172.2,12.0,450,3,10.25,0.199,1,Celecoxib,204.96,95.38
NE_1229,Capryol 90,Labrasol,11.5,172.2,12.0,450,3,10.25,0.179,1,Celecoxib,196.77,92.49
NE_1230,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,1,9.25,0.442,0,Curcumin,10.43,70.31
NE_1231,Capryol 90,Tween 20,11.5,172.2,16.7,1227,2,12.8,0.234,1,Celecoxib,157.04,98.45
NE_1232,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,3,11.38,0.31,0,Curcumin,10.39,83.41
NE_1233,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500,2,10.67,0.246,0,Ibuprofen,30.08,79.64
NE_1234,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,3,11.38,0.122,0,Curcumin,15.34,71.34
NE_1235,Capryol 90,Labrasol,11.5,172.2,12.0,450,3,10.25,0.433,0,Celecoxib,160.56,87.39
NE_1236,Capryol 90,Labrasol,11.5,172.2,12.0,450,2,9.67,0.27,1,Celecoxib,173.07,94.94
NE_1237,Oleic Acid,Labrasol,17.0,282.5,12.0,450,3,10.25,0.45,0,Curcumin,11.48,70.65
NE_1238,Capryol 90,Tween 80,11.5,172.2,15.0,1310,2,11.67,0.222,1,Celecoxib,187.78,97.89
NE_1239,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,1,9.25,0.209,0,Curcumin,17.58,82.28
NE_1240,Miglyol 812,Labrasol,15.0,520.0,12.0,450,1,8.5,0.432,0,Ibuprofen,30.3,80.2
NE_1241,Castor Oil,Labrasol,14.0,933.4,12.0,450,2,9.67,0.275,0,Paclitaxel,5.91,76.92
NE_1242,Castor Oil,Tween 80,14.0,933.4,15.0,1310,3,12.5,0.164,1,Paclitaxel,4.53,98.9
NE_1243,Capryol 90,Tween 20,11.5,172.2,16.7,1227,1,10.85,0.382,0,Celecoxib,193.08,72.93
NE_1244,Oleic Acid,Labrasol,17.0,282.5,12.0,450,3,10.25,0.328,0,Curcumin,15.31,73.68
NE_1245,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500,1,9.25,0.282,0,Paclitaxel,3.97,80.01
NE_1246,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,2,12.8,0.205,0,Curcumin,9.38,71.4
NE_1247,Castor Oil,Tween 80,14.0,933.4,15.0,1310,2,11.67,0.381,0,Paclitaxel,5.45,87.92
NE_1248,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,2,12.8,0.375,0,Curcumin,12.08,78.38
NE_1249,Castor Oil,Tween 20,14.0,933.4,16.7,1227,2,12.8,0.41,0,Paclitaxel,2.52,82.71
NE_1250,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,1,10.0,0.171,0,Curcumin,12.39,76.72
NE_1251,Castor Oil,Tween 80,14.0,933.4,15.0,1310,3,12.5,0.22,1,Paclitaxel,2.09,95.56
NE_1252,Capryol 90,Labrasol,11.5,172.2,12.0,450,1,8.5,0.381,0,Celecoxib,120.56,70.25
NE_1253,Capryol 90,Tween 20,11.5,172.2,16.7,1227,1,10.85,0.38,0,Celecoxib,168.92,86.79
NE_1254,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,2,12.8,0.342,0,Curcumin,10.35,83.92
NE_1255,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500,1,9.25,0.259,0,Ibuprofen,40.03,74.14
NE_1256,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,1,10.85,0.315,0,Curcumin,12.55,83.83
NE_1257,Miglyol 812,Labrasol,15.0,520.0,12.0,450,2,9.67,0.153,0,Ibuprofen,32.62,73.61
NE_1258,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500,2,10.67,0.157,0,Ibuprofen,39.52,86.92
NE_1259,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,1,10.85,0.332,0,Ibuprofen,32.39,72.52
NE_1260,Oleic Acid,Labrasol,17.0,282.5,12.0,450,1,8.5,0.312,0,Curcumin,17.39,78.01
NE_1261,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,1,10.85,0.345,0,Curcumin,11.57,77.47
NE_1262,Capryol 90,Labrasol,11.5,172.2,12.0,450,3,10.25,0.147,1,Celecoxib,135.39,98.23
NE_1263,Capryol 90,Tween 80,11.5,172.2,15.0,1310,2,11.67,0.199,1,Celecoxib,199.67,93.08
NE_1264,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,2,11.67,0.345,0,Curcumin,16.05,88.26
NE_1265,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,3,11.38,0.175,0,Curcumin,14.85,72.19
NE_1266,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,1,10.85,0.23,0,Ibuprofen,51.71,84.77
NE_1267,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,3,13.77,0.387,0,Curcumin,11.24,82.62
NE_1268,Oleic Acid,Labrasol,17.0,282.5,12.0,450,3,10.25,0.379,0,Curcumin,8.09,80.67
NE_1269,Capryol 90,Tween 20,11.5,172.2,16.7,1227,1,10.85,0.231,1,Celecoxib,137.99,92.59
NE_1270,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,2,12.8,0.257,1,Ibuprofen,42.73,97.26
NE_1271,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500,2,10.67,0.122,1,Celecoxib,122.0,96.71
NE_1272,Capryol 90,Tween 80,11.5,172.2,15.0,1310,1,10.0,0.216,1,Celecoxib,179.23,95.92
NE_1273,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500,3,11.38,0.289,0,Ibuprofen,54.0,86.66
NE_1274,Castor Oil,Labrasol,14.0,933.4,12.0,450,3,10.25,0.34,0,Paclitaxel,6.49,84.58
NE_1275,Castor Oil,Tween 20,14.0,933.4,16.7,1227,3,13.77,0.408,0,Paclitaxel,3.5,87.04
NE_1276,Miglyol 812,Tween 80,15.0,520.0,15.0,1310,3,12.5,0.219,0,Ibuprofen,45.65,85.78
NE_1277,Capryol 90,Tween 80,11.5,172.2,15.0,1310,2,11.67,0.331,0,Celecoxib,199.93,80.98
NE_1278,Castor Oil,Labrasol,14.0,933.4,12.0,450,1,8.5,0.393,0,Paclitaxel,3.12,79.14
NE_1279,Capryol 90,Labrasol,11.5,172.2,12.0,450,3,10.25,0.418,0,Celecoxib,146.92,84.58
NE_1280,Oleic Acid,Labrasol,17.0,282.5,12.0,450,3,10.25,0.193,0,Curcumin,8.29,77.84
NE_1281,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,1,10.85,0.221,0,Ibuprofen,32.21,72.15
NE_1282,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500,2,10.67,0.263,0,Ibuprofen,40.41,87.6
NE_1283,Capryol 90,Tween 20,11.5,172.2,16.7,1227,2,12.8,0.373,0,Celecoxib,124.59,80.46
NE_1284,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,2,11.67,0.174,0,Curcumin,8.45,72.09
NE_1285,Castor Oil,Labrasol,14.0,933.4,12.0,450,3,10.25,0.106,0,Paclitaxel,5.35,87.64
NE_1286,Castor Oil,Labrasol,14.0,933.4,12.0,450,1,8.5,0.342,0,Paclitaxel,4.5,75.52
NE_1287,Miglyol 812,Labrasol,15.0,520.0,12.0,450,3,10.25,0.391,0,Ibuprofen,53.3,81.15
NE_1288,Capryol 90,Tween 20,11.5,172.2,16.7,1227,3,13.77,0.396,0,Celecoxib,151.91,74.4
NE_1289,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500,3,11.38,0.329,0,Ibuprofen,31.73,88.38
NE_1290,Castor Oil,Labrasol,14.0,933.4,12.0,450,2,9.67,0.23,0,Paclitaxel,6.03,70.45
NE_1291,Castor Oil,Tween 20,14.0,933.4,16.7,1227,3,13.77,0.276,1,Paclitaxel,3.87,95.67
NE_1292,Capryol 90,Tween 80,11.5,172.2,15.0,1310,3,12.5,0.367,0,Celecoxib,174.15,77.49
NE_1293,Capryol 90,Labrasol,11.5,172.2,12.0,450,3,10.25,0.297,1,Celecoxib,129.78,93.79
NE_1294,Oleic Acid,Labrasol,17.0,282.5,12.0,450,3,10.25,0.343,0,Curcumin,8.27,88.22
NE_1295,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500,3,11.38,0.356,0,Paclitaxel,2.66,79.19
NE_1296,Castor Oil,Tween 80,14.0,933.4,15.0,1310,2,11.67,0.351,0,Paclitaxel,2.4,71.01
NE_1297,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,2,10.67,0.276,0,Curcumin,12.49,71.03
NE_1298,Castor Oil,Tween 80,14.0,933.4,15.0,1310,3,12.5,0.281,1,Paclitaxel,2.18,94.96
NE_1299,Castor Oil,Tween 80,14.0,933.4,15.0,1310,1,10.0,0.439,0,Paclitaxel,3.81,85.29
NE_1300,Capryol 90,Tween 20,11.5,172.2,16.7,1227,2,12.8,0.166,1,Celecoxib,127.35,94.41
NE_1301,Capryol 90,Tween 20,11.5,172.2,16.7,1227,2,12.8,0.269,1,Celecoxib,129.25,98.24
NE_1302,Castor Oil,Labrasol,14.0,933.4,12.0,450,1,8.5,0.236,0,Paclitaxel,3.54,76.65
NE_1303,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,2,12.8,0.117,1,Ibuprofen,31.4,95.79
NE_1304,Miglyol 812,Tween 80,15.0,520.0,15.0,1310,2,11.67,0.357,0,Ibuprofen,32.57,88.28
NE_1305,Capryol 90,Tween 80,11.5,172.2,15.0,1310,1,10.0,0.3,1,Celecoxib,122.21,96.19
NE_1306,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500,3,11.38,0.226,0,Ibuprofen,36.31,73.58
NE_1307,Capryol 90,Labrasol,11.5,172.2,12.0,450,1,8.5,0.362,0,Celecoxib,190.19,82.7
NE_1308,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,2,12.8,0.211,0,Curcumin,9.49,70.62
NE_1309,Castor Oil,Labrasol,14.0,933.4,12.0,450,1,8.5,0.184,0,Paclitaxel,6.02,87.14
NE_1310,Oleic Acid,Labrasol,17.0,282.5,12.0,450,1,8.5,0.418,0,Curcumin,15.09,77.69
NE_1311,Miglyol 812,Tween 80,15.0,520.0,15.0,1310,1,10.0,0.307,0,Ibuprofen,47.89,81.62
NE_1312,Oleic Acid,Labrasol,17.0,282.5,12.0,450,1,8.5,0.442,0,Curcumin,15.97,71.89
NE_1313,Miglyol 812,Labrasol,15.0,520.0,12.0,450,3,10.25,0.196,0,Ibuprofen,38.1,80.02
NE_1314,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500,1,9.25,0.107,0,Ibuprofen,49.95,77.68
NE_1315,Oleic Acid,Labrasol,17.0,282.5,12.0,450,2,9.67,0.366,0,Curcumin,16.55,72.08
NE_1316,Oleic Acid,Labrasol,17.0,282.5,12.0,450,2,9.67,0.138,0,Curcumin,10.75,70.23
NE_1317,Oleic Acid,Labrasol,17.0,282.5,12.0,450,3,10.25,0.307,0,Curcumin,14.13,79.77
NE_1318,Miglyol 812,Tween 80,15.0,520.0,15.0,1310,3,12.5,0.402,0,Ibuprofen,33.44,78.7
NE_1319,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500,3,11.38,0.153,0,Ibuprofen,34.47,79.12
NE_1320,Capryol 90,Labrasol,11.5,172.2,12.0,450,1,8.5,0.294,0,Celecoxib,131.46,75.94
NE_1321,Miglyol 812,Labrasol,15.0,520.0,12.0,450,3,10.25,0.365,0,Ibuprofen,49.96,73.0
NE_1322,Castor Oil,Tween 20,14.0,933.4,16.7,1227,1,10.85,0.438,0,Paclitaxel,4.78,71.79
NE_1323,Capryol 90,Tween 20,11.5,172.2,16.7,1227,2,12.8,0.326,0,Celecoxib,166.86,85.58
NE_1324,Capryol 90,Tween 80,11.5,172.2,15.0,1310,3,12.5,0.288,1,Celecoxib,153.15,98.72
NE_1325,Oleic Acid,Labrasol,17.0,282.5,12.0,450,1,8.5,0.236,0,Curcumin,13.03,83.12
NE_1326,Oleic Acid,Labrasol,17.0,282.5,12.0,450,3,10.25,0.163,0,Curcumin,9.01,82.38
NE_1327,Oleic Acid,Labrasol,17.0,282.5,12.0,450,3,10.25,0.378,0,Curcumin,12.11,84.54
NE_1328,Castor Oil,Tween 20,14.0,933.4,16.7,1227,1,10.85,0.425,0,Paclitaxel,3.39,87.63
NE_1329,Castor Oil,Labrasol,14.0,933.4,12.0,450,2,9.67,0.449,0,Paclitaxel,3.4,72.7
NE_1330,Capryol 90,Tween 80,11.5,172.2,15.0,1310,3,12.5,0.417,0,Celecoxib,187.12,88.28
NE_1331,Capryol 90,Tween 80,11.5,172.2,15.0,1310,1,10.0,0.372,0,Celecoxib,187.38,75.18
NE_1332,Capryol 90,Tween 80,11.5,172.2,15.0,1310,1,10.0,0.184,1,Celecoxib,167.45,92.39
NE_1333,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,1,10.85,0.418,0,Ibuprofen,42.31,72.04
NE_1334,Miglyol 812,Tween 80,15.0,520.0,15.0,1310,2,11.67,0.214,0,Ibuprofen,50.61,76.67
NE_1335,Miglyol 812,Tween 80,15.0,520.0,15.0,1310,3,12.5,0.225,0,Ibuprofen,49.38,88.0
NE_1336,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,2,11.67,0.173,0,Curcumin,11.9,72.1
NE_1337,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,2,12.8,0.245,1,Ibuprofen,39.65,97.87
NE_1338,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500,3,11.38,0.357,0,Celecoxib,150.18,76.87
NE_1339,Capryol 90,Tween 80,11.5,172.2,15.0,1310,1,10.0,0.441,0,Celecoxib,120.51,83.8
NE_1340,Capryol 90,Tween 80,11.5,172.2,15.0,1310,3,12.5,0.438,0,Celecoxib,206.54,83.84
NE_1341,Miglyol 812,Tween 80,15.0,520.0,15.0,1310,1,10.0,0.174,0,Ibuprofen,31.89,75.34
